id,sentiment,reason,confidence,feedback,original_review,category
4107,improvement,The review is positive about the game but suggests an improvement regarding control configuration.,0.85,Allow players to reconfigure game controls.,Great: Fantastic game but the controles are preset and can not be reconfigured.I am used to configuring the controles a certain way and could not get used to this setup.I guess it is like the old saying ( You can't teach an old dog new tricks )I am a gamer and this is the first time I have seen this.Hope this is not the way of the future in games.But SIERRA comes up with a lot of weird stuff.,Design
4108,negative,"The review expresses extreme dissatisfaction with the DVD quality, stating it is ""pure garbage"".",0.95,Improve the DVD transfer quality to make the movie watchable.,This DVD is pure garbage. I plan to use it as a coaster.: Don't waste your money on this one. The transfer is so bad that it is virtually unwatchable. This movie is a classic and it is just a shame that the producers of this DVD obviously have no respect for it. This is the last time I buy anything from this company.,Quality
4109,negative,"The review expresses strong dislike for the movie, describing it as sickening and comparing it unfavorably to other films.",0.9,"This feedback is about the movie itself, not the product. No product improvement is needed.","Turkey Rather Than One Star:: What's wrong with Hollywood? Just like the pure idea alone of Silence of the Limbs would amaze you well enough, the idea of this movie will, oppositely, sicken you all the way. Remember The Watcher (badly enough in its own rights), would be a classic comparing with this one.I am still confused why good actors like these two would take on a project like this. After two hours of viewing, not only careful consideration of choosing future title is needed, but also watching some boxing just to drive away the disgust this movie left.",Entertainment Quality
4111,negative,"While acknowledging past positive experiences with Amazon, the review focuses on the current disappointment with the video's incompatibility with their player.",0.8,Ensure the video is playable on Blu-ray DVD players.,"Disappointed: I love this video unfortunately it doesn't show on a Blue Rays DVD player. Which means I can't enjoy it :( I was a bit frustrated. However, other purchases in the past have been great through Amazon.",Quality
4112,negative,"The review expresses significant dissatisfaction, describing the book as ""of little or no use"" and a ""great disappointment"".",0.92,"Develop more sophisticated, data-driven mutual fund models and replace the basic spreadsheet templates with more advanced analytical tools.","Over-Hyped: Despite the advertising, I would say that this book is of little or no use to all but the beginning investor who wants a very easy to manage entry/exit system. I could replicate the ""extensive historical research"" that these ""prominent authors"" have performed for their systems in less than a few days and I'm no expert.There are more pages of text devoted to the history of Fidelity and to an overview and explanation of the Select Funds (the only useful chapter in the book for me) than to the 3 ""powerful mutual fund models"". The ""computer programs"" included on disk are nothing more than incredibly simple spreadsheet templates.I'm not sure if the authors are bull-market opportunists or just naive, but their book was/is a great disappointment to me.",Other-Unclassified
4113,negative,"The review is overwhelmingly negative, criticizing almost every aspect of the movie and stating it was ""Bad. So very bad.""",0.9,"Rework the plot, improve the acting, and replace the background music with original compositions.",Bad. So Very Bad.: This movie has awesome cover art. That is about it. The catering on the set may have been good too(unconfirmed) but nothing in the film was good. The story was weak. The actors were weak. They tried to make the main character look just like Brandon Lee in The Crow. The background music songs were cheesy knock-offs meant to sound like popular songs. For the most part I laughed at it. Bad. So very bad.,Entertainment Quality
4115,negative,"The review expresses a severe negative experience, citing a skin reaction and accusing the company of paying for positive reviews.",0.95,Reformulate the cream's ingredients to minimize the risk of skin reactions.,"why do you pay someone to write your reviews?: I tried this cream and now have to go to a dermatologist because of a skin reaction. The only positive feedback comes from a feedback pro. Don't believe me.......read the other ""reviews"" they have left. Buyer beware....any company that has to pay someone to write their reviews needs to put out a better product so real reviews can be written.",Quality
4117,improvement,"While the reviewer finds the mug warmer functional, they point out that it only warms the mug, not the beverage, suggesting a need for improvement.",0.85,"Design a mug warmer that heats the beverage directly, not just the mug.","Mr. Coffee Mug Warmer: The Mr. Coffee Mug Warmer truely is a mug warmer. I use it daily. My mug is warm, but my beverage isn't.",Design
4120,negative,"The review expresses strong dissatisfaction with ""Foundation"", contrasting it negatively with ""Prelude to Foundation"" and recommending alternative books.",0.9,Rewrite Foundation to improve its plot and increase its engagement for the reader.,"Don't Bother: Prelude to Foundation is excellent. However, you should stop there. Foundation is bad. This book is totally predictable. Read DUNE if you want something intelligent and entertaining. Read FOUNDATION if you want something that you probably won't even finish.",Other-Unclassified
4124,negative,"The review highlights poor sound quality and echo issues, leading to the return of both purchased phones.",0.92,Improve the microphone and speaker quality for clearer audio during calls.,"LOUSY PHONE: Good Price with a nice package, but very poor quality sound. We purchased 2 of these phones...both had echo, and low sound quality. We could not even have a conversation with the other party. Both are being returned!!",Quality
4125,negative,The review expresses strong dissatisfaction and recommends buying from a different store.,0.9,Offer a more competitive price or enhance the fan's features to justify the higher cost.,sucks: overrated fan. just go to lowes or home depot and save money and get something you can return in person.,Price
4126,negative,"The review details multiple issues with the product, including sagging and leakage, leading to a negative overall experience.",0.95,Redesign the diaper to improve its absorbency and prevent sagging.,"New and Improved with Sagging Technology: It takes a lot for me to dislike a product, but these are terrible! After a half hour the diaper would sag and look like it was extremely wet, when in reality there was hardly anything in it. They don't seem to hold much before leaking, even doubling the diapers for overnight still doesn't prevent leakage. Definitely, not something I will ever purchase again no matter how good the price is.",Design
4130,negative,"The review expresses dissatisfaction with the book, stating it is basic and not helpful.",0.9,Expand the book's content to cover a wider range of topics and provide more in-depth information.,"Not as Helpful as it could be: Very basic book, not a large section for what I wanted. There are much better study guides out there to use.",Design
4132,negative,The review expresses disappointment with a design flaw in the camera that produces a high-pitched hum.,0.95,Relocate the speaker away from the tape motor to eliminate the high-pitched hum.,"Do not buy this camera: Its a very nice camera don't get me wrong. However due to its compact design, the speaker is too close to the tape motor. During quiet and not so quiet areas, you will hear a high pitched humm coming from your camera as well as on what you record. Canon confirmed this as a design flaw. The ZR45, 40 and 50 all do this. I was really disappointed, I returned mine.. I wish there was a way to fix it.",Design
4133,improvement,The review acknowledges the book's necessity for understanding Tarot symbolism but criticizes its writing style.  The positive aspect (necessary information) is balanced by the negative (poor writing).,0.8,"Create a modernized, more accessible edition with clearer explanations and less dense prose.","A necessary if unpleasant reading experience: Rating this one is difficult. The rich symbolism of Tarot was forever impacted by the Order of the Golden Dawn, and A.E. Waite's ""Pictorial Key"" is a glimpse into that symbolism. Readers with a serious interest in occult Tarot will find this an essential text. Waite, though, considered himself bound by vows of secrecy, and mixes misinformation and blinds in his work to lead the ""uninitiated"" astray, so reading critically is a must. To make matters worse, his prose style is ponderous and leaden, deliberately overcomplicated and abstruse, less animated than Al Gore. However, modern tarot decks borrow and adapt from the Waite-Smith deck design; to understand the symbolism that underlies almost every deck on the market today (frequently symbolism the deck designers had no awareness of), this book is absolutely necessary. It won't be a fun read, but it *is* necessary",Design
4134,negative,"The review details multiple issues with the product, including sticking, poor documentation, unhelpful support, and connectivity problems.",0.92,"Improve the router's documentation and provide better customer support, especially for beta firmware users.",Bad product.: This product really sticks. I bought a couple days ago and then had to return it. I couldn't even set up the VNP because there was no proper documentation. I call Netgear and their support was no help at all. The router couldn't work wirelessly and wired simultaneously for the same machine... without reset the router... What I am trying to say is if you connected wirelessly to the router and then disconnected that wireless connection and then plugged into the router with your wired LAN cable... you would not have a connection. Unless you went into the the router wirelessly and resetted it manaully. The latest firmware upgrade they have for the router is a beta v1.2 - And if you have a a problem with beta versions of their firmware you cannot call them (Netgear).... you have to email .... beta@netgear.com or something like that. It does have alot of cool features but there are too many glitches. Hope this review helps.,Service
4135,negative,The reviewer expresses extreme dissatisfaction with the product due to malfunction and poor customer service.,0.95,Improve customer service responsiveness and provide readily available contact information.,"Never Again!: If I could rate this lower than one star, I would! I received a petmate le bistro feeder some months ago. I couldn't use it immediately because of a medical condition of one of my cats. A month ago I took it out of the box, programmed it and was very satisfied for about two and a half weeks. Then it stopped working. I put in new batteries (even though the ones in it should have still been good). I tried to reprogram it and it does not work. I went on the internet to find an e-mail address for Petmate Le Bistro, but there is none. I tried to call the 800 number that is listed. I was on hold for 45 minutes and then I lost patience. It is good for nothing and I will junk it. I am certainly not going to wait even another 5 minutes for that company to answer the phone. Thank you for letting me review this very expensive product that certainly does not work from a company that couldn't care less.",Service
4136,negative,The review criticizes the book's unclear content and frustrating instructions.,0.8,"Rewrite the instructions with clearer examples and procedures, and add more detailed explanations of concepts.","Contents need more explanation and depth: A lots of mumble-jumble materials which never really materialized for once. The instructions at times can be very frustrating with its example and procedures on showing you how to use InterDev. In the end, for me anyway, I find other books, even if they were not specificly written for Visual Interdev 6, offered more useful references and materials that actually kept me refering back to them from time to time.",Design
4141,negative,"The review expresses extreme dissatisfaction with the product, citing reliability issues and incompatibility with Windows XP.",0.9,Offer a driver-only installation option to avoid the buggy configuration software.,"Wow! What a piece of junk!: I just spent hours of frustration trying to get this thing to work reliably. Never got it working correctly. Netgear won't just let you install the drivers and be done with it. No, they force you to install their bloated and buggy configuration software which doesn't play well with Windows XP(apparently). So, after much cursing and hair-pulling, I took it back and exchanged it for a comparable Linksys adapter. Now all is right again in my universe. If you are looking for a USB wireless adapter, do yourself a favor and go back to the search page and type in L-i-n-k-s-y-s.",Design
4144,negative,The review expresses disappointment due to receiving a used and damaged product.,0.88,Improve packaging to prevent damage during shipping and ensure products arrive in perfect condition.,"Received a used set: Nothing fundamentally wrong with it, but the manufacturer's original box had been opened before and rather clumsily taped back together, and the ""aluminum"" case is covered in small scratches and dents. I don't have the time to return the set for replacement since it was bought as a gift for an upcoming occasion. Disappointing.",Shipping
4145,negative,The review expresses dissatisfaction with the product's slow speed and discomfort.,0.9,Redesign the sifter mechanism to improve efficiency and reduce hand fatigue.,"slow and tedious...: I like OXO products for the most part, but this sifter, is more work than it should be, takes forever to sift even a 1 cup of flour, and leaves your hand/fingers numb. I was not pleased with this product. Helen in Maine",Design
4147,negative,"Despite mentioning a positive aspect (clean humor), the overall review expresses significant dissatisfaction, calling the movie ""boring and stupid"".",0.8,"This is a movie review, not a product review. No product improvement is applicable.","Phew...This movie stinks: Well, on the positive side this movie was clean without too much crude humor. Of course it had the gas passing humor that you find in most films of this genre. Negatively speaking this has to be one of the most boring and stupid movies that I have ever seen. It just was lacking something. I never really cared if the rodents suceeded in their mission or not.",Entertainment Quality
4149,negative,The review expresses disappointment that the DVD is a copy and lacks menu features.,0.98,"Switch to using higher-quality, commercially pressed DVDs and include menu features.",COPY: This is just a copy of the movie. It is not an original. The DVD was burned on a DVD-R. The labels are nice but the DVD does not contain any menu features at all.,Quality
4151,negative,"The review expresses disappointment, stating the experience ""falls apart"" after an initially intriguing start.",0.8,"This is a movie review, not a product review. No product improvement is applicable.","where are the rules?: Simplicity of it... the first of 45 minutes of it was intriguing, then it just falls apart.",Entertainment Quality
4154,improvement,The review expresses overall enjoyment of the movie but suggests that including both versions would improve the product.  It also mentions preferring one version over another.,0.85,Include both the original and director's cut versions of the movie on the release.,"Old vs. New: While received poorly at the box office upon first release, Blade Runner has entrenched itself in the collective minds of moviegoers. Its greatness is evident by the number of new releases who continue to borrow visually from Blade Runner (A.I. and Dark City are prime examples). It is a shame Ridley Scott didn't devote more time to the sci-fi genre, instead of giving us ""classics"" such as White Squall, GI Jane and Hannibal. That aside I must agree with some of the other reviewers. I too enjoy the director's cut more, but would've liked to have seen both versions available. Each version has its own admirable qualities, but I think the narrated original is better for the casual viewer. I tend to straddle the fence of movie snob and ""Joe Popcorn"" and would like to have the option of watching either version as my mood dictates. And in all honesty, the narrated version is probably the only one I could get my girlfriend to watch.",Design
4156,negative,The reviewer expresses extreme dissatisfaction with the music quality and song selection of the Grateful Dead box set.,0.9,Offer a different Grateful Dead box set featuring higher-quality recordings from their peak years.,"In a word: Terrible.: How anyone could rate this debacle above one star is beyond me. First of all, this is not the Grateful Dead that you hear playing all your favorite songs. This is a sad and withered remnant of the once great band. I love the Grateful Dead so I decided to buy this box set hoping that, although the shows are from the early 90s, that the band could still rock. Unfortunatly, I was wrong. Their playing is awful. Its sparse and sprinkled with lame synth garbage with whatever keys player they dredged up this time, it really doesn't matter who. They play such classics (hint: sarcasm) as Wang Dang Doodle, Touch of Grey (which was, incredibly, their only chart topper even though its an awful song), My Brother Esau, and sundry other lame songs. Do yourself a favor, if you love this band, don't buy this box set, its like watching a dying lion. You know how powerful it was in its heydey, but all you can see now is a sick, mottled mess. Stick with their audio stuff.",Quality
4157,negative,"The reviewer found the book to be of little value and poorly written, although some chapters were worthwhile.",0.8,"Rewrite chapters 1, 2, 4, 6, and 8 for improved clarity and readability, focusing on a more accessible style.","Largely Irrelevant Scholasticism: After having lived in Cambodia for 2 years and having read several books on Cambodian religion and Buddhism in general, I approached this book with great anticipation. I read it over the course of 3 months, writing a review of each chapter and discussing each chapter in a forum.Generally, I found this book to be of little value in understanding ""New Religious Movements in Cambodia."" The authors demonstrate a noted lack of philosophical self-awareness and thus interpret Cambodian religion through a post-Enlightenment humanistic grid. If you want to know how a Cambodian views his religion, this book is not for you.Several of the chapters are written poorly to the point that the thesis is almost unintelligible. Fortunately, the introduction to each section states in clear terms what the thesis of each chapter is. Highly scholastic work does not need to be difficult to read. This book often is.Chapters 3, 5 and 7 are worthwhile, so it will remain on my shelf.",Design
4160,negative,The review expresses extreme disgust and hatred for the book.,0.95,Remove the book from sale due to its offensive and harmful content.,"Downright disgusting: This book makes ""Mein Kampf"" look like a Zionist manifesto. It is the most repulsive thing I have ever read.",Book Content
4162,negative,"The review expresses disappointment with the book's content, describing it as a bare-bones summary lacking examples and context.",0.85,"Expand the book to provide more detailed explanations, practical examples, and implementation guidelines for each learning theory.","Disappointing: The text of this book is some eighty pages, which appear to be a very bare-bones summary of various theories of learning, often with charts inserted from other books, with very few examples or guidelines as to how one would actually implement any of those ideas. You really just get an academic summary of these ideas with virtually no context or elaboration. I would recommend you rather go directly to the work of the Israeli educationalist Feuerstein (see the book by Sharron and Coulter, Changing Children's Minds), and that of Stanley Greenspan (numerous books), which seem to be the key works reflected in this all-too-brief book",Design
4163,improvement,"The review is mostly positive, recommending the book for beginners, but points out shortcomings in its coverage of I/O.",0.88,Expand coverage of I/O and threading to include more advanced topics.,"Remember children, it's only the concepts.: Calm down, calm down. The title of this book has neither '..in a week', nor '..in 24 hours and certainly not '..while you drive to work' in its title.It teaches you the 'concepts' and 'essentials' of Java programming. It doesn't cover IO in detail nor threads, nor games programming. When you've finished this book then you will be ready to tackle those difficult topics that are well covered by Reilly's animal series. The main theme running through the book is the progressive development of an interactive bank account. I can recommed this book to absolute beginners or those not familiar with object orientated programming.Bonus points go to the first half of the book. Minus points go to coverage of IO.",Other-Unclassified
4166,negative,"The review expresses strong dissatisfaction with the book, citing slow pacing, pretentious language, outdated information, and unrealistic portrayal of war effects.",0.9,Update the book to reflect modern warfare and its effects.,"slow moving, pretentious and out of date: If you are a fan of apocalyptic fiction, there are many better books to read than this. While I did finish it, i found it slow moving (very slow), Pretentious in language, and very out of date in the effects of war. I think the real message was about the value of civil defense. An interesting point, but the author, writing in the mid-50's was talking about efftects of atomic bombings that are much milder than true. Totally unrealistic.",Book Content
4170,negative,"The customer received the wrong product, a cheap imitation, expressing strong dissatisfaction with Amazon's service.",0.95,Update the product image to accurately reflect the speaker being sold.,sent wrong speaker: Speaker they sent was a cheap imatation. A real letdown from amazon. They should change the picture.,Design
4172,negative,"The reviewer found the music neither relaxing nor energizing, comparing it negatively to 80s music. Although a positive aspect is mentioned, the overall sentiment is negative.",0.8,Update the music to have a more modern and relaxing sound.,"Disappointed: I didn't find the music relaxing or energizing. I was too distracted by the fact that it reminded me of bad early 80s music. But on the plus side, it made me want to put on a shiny leotard and leg warmers.",Entertainment Quality
4174,negative,"The review points out numerous typos, poor formatting, and suggests the Kindle version is an inferior, hastily produced product.",0.92,"Proofread and correct typos, adjust paragraph spacing for better Kindle readability.","Not great on Kindle: As far as the poem, it is exactly that. However there are many typos, including double capital letters at the beginning of nearly every sentence. The spacing between paragraphs is large and leaves one and a half paragraphs on every page. Looks like someone took a classic and tried to quickly format it for a kindle trying to make a quick buck for the holidays. Save your time and money, there are good copies to be had.",Quality
4175,negative,"The review expresses significant dissatisfaction with the book's writing style, metaphors, and lack of emotional depth.",0.9,Streamline the narrative by removing unnecessary descriptive details and focusing more on character emotions and development.,"Tedious: The metaphors are too obscure, they should be used to illuminate not obfuscate. Much of the book entails unnecessary distracting details of the physical setting and the characters. I saw one reviewer call his prose crystal clear- I think it's more an attempt at poetry than prose. Only about 2% of the writing deals with description of emotion and i felt i knew nothing more about rabbit angstrom at the beginning of the book than i did at the end (save the fact he was irresponsible)",Design
4181,negative,"The book arrived late, damaged, and was more expensive elsewhere. The reviewer expresses dissatisfaction.",0.88,"Improve packaging and shipping to ensure books arrive in perfect condition.  Also, provide price comparison information at checkout.","Book: The book took a while to get here, and when it did, it was in rough shape for supposedly being brand new. I also discovered I could have bought it for $5 cheaper from another online retailer. Not too impressed with this purchase.",Shipping
4182,negative,"The game is unusable due to incompatibility issues with QuickTime, despite multiple attempts to resolve the problem.  The reviewer expresses significant frustration.",0.92,"Update the game to be compatible with newer versions of QuickTime, or remove the QuickTime dependency entirely.","A complete Bust: This game requires quicktime 5.0 to work...if you have a better version of quicktime (I have 7.5), it will ask you to install the quicktime available on the CD...if you click no, it will not let you play. So, I begrudgingly clicked yes on the third try, and it installed quicktime 5, THEN it tells me to please install the quicktime available on the disc. It KEPT telling me that, even after I uninstalled my version of quicktime 7.5, and reinstalled Barbie Rapunzel and quicktime 5. Very frustrating, and the game absolutely will not work for me. It keeps telling me over and over, to install quicktime 5, tho I've been through the installation process repeatedly. It is NOT my ""operating system limitations"". This is a brand new computer...merely weeks old with all the state of the art contraptions.",Quality
4183,improvement,"The reviewer enjoyed the book but notes that their students preferred the video adaptation, suggesting potential improvements to the book's presentation.",0.75,Develop supplementary materials to enhance the reading experience and address the differences between the book and film adaptations.,"Fahrenheit 451: I read this book as a teenager, and I wanted my students to read it as well. Although I loved it, I did not get the same reaction as when they saw the video. However they did think the video was cheesy... :D",Design
4185,negative,"The review expresses dissatisfaction with the book, stating it is too basic and not helpful for its intended audience.",0.95,"Expand the content and analysis to include more advanced theological perspectives and scholarly research, making it suitable for seminary students and pastors.","far too basic: Thsi volume is far too basic to be of much use beyond a first year Bible college class. For the seminary student or pastor looking for a good reference tool, there are much better New Testament introductions and surveys available. This added nothing to my study of the New Testament.",Design
4188,negative,"The review expresses extreme dissatisfaction with the movie, describing it as incredibly boring and unenjoyable.",0.92,"Add a shorter, more engaging version of the movie, or create a 'skippable scenes' feature.","Quite possibly the worst movie I've ever seen: I have attempted to watch this movie twice. After getting part way through it both times, longer through the second time just to force ourselves to give it more of a chance, we shut it off due to the fact that we were so incredibly bored.I have absolutely no understanding of what any of you, who liked it, see in this movie. Perhaps it gets better, but when over half of the movie is dead, I don't see how it could.",Design
4190,negative,"The review expresses extreme dissatisfaction with the book, describing it as ""the worst reading experience ever"" and discouraging others from reading it.",0.95,Create a young adult edition with a more concise and engaging narrative.,"Long-Winded, Excruciating to Read and Finish: I had to read this for a high school summer reading list. It was the worst reading experience I ever had, and I love reading books. I cried several times trying to plug through the long-winded (obviously Dickens paid by the word) presentation. While some themes are mildly interesting, there were no scenes that captured my attention or held it for any period of time. This book might be great as an adult (which I'll gladly never know), but definitely not as a 16 year old. Sucks sucks sucks.Note to Teachers and Principals, please don't assign this to your high school students. There are so many better and more captivating books. This was the first book I ever read that truly took the joy out of reading for me.",Design
4191,negative,"The reviewer expresses disappointment with the book's writing style, comparing it unfavorably to the author's previous works and suggesting it may not have been written by the credited author.",0.9,Revise the writing style to match the quality of previous books in the series.,"Where is Sue Grafton?: I was incredibly disappointed in this book. The writing style was not what I was used to in previous books. Gone was the light touch. Instead, the dialog seemed like something out of a grade B romance novel. The usually flowing and descriptive prose was flat and awkward. The humor that is so important to the character of Kinsey was nowhere to be felt. The only way I could finish the book was to pretend that I was reading a novel written by someone else with a character similar to Kinsey. Even then it was hard going. This book made me wonder if,in fact, Sue Grafton wasn't too busy to write it herself and just provided the outline of the plot and characters to someone much younger and less gifted to fill in the details. My advise to a new reader of Sue Grafton is to read all the other books of hers and forget this one exists. You'll love her that way.",Quality
4193,negative,"The review describes the film as ""difficult to watch"", below average artistically and technically, and compares it unfavorably to other films.",0.88,"Improve the artistic and technical aspects of the film, focusing on the realism of the characters' reactions.",Difficult Viewing: This film is difficult to watch for many reasons. It is below average both artistically and technically. The film is a classic of its genre but for me HUSBANDS and WOMAN UNDER THE INFLUENCE are much better as films. [Note how the excessive laughter in FACES is annoying and unrealistic whilst in HUSBANDS it is natural and enjoyable.],Quality
4196,negative,"The review highlights multiple flaws in the product's design and construction, leading to a negative overall assessment despite acknowledging its attractive appearance and ease of cleaning.",0.8,Reinforce the slide-clip mechanism and wire hanger to prevent squirrels from easily opening it.,"Pretty but flimsy: This is a very attractive feeder, but the problems I have will keep me from buying another.The slide-clip opens with very little pressure - the squirrels pop it open every third or fourth landing.The wire hanger is close to breaking near the slide-clip.The slide-clip is a marvelous idea, but the application is weak.It is very simple to clean. The side panels lift out so they can be thoroughly scrubbed, and once they are out, the inside of the feeder is easily accessible.",Design
4197,negative,"The review expresses significant disappointment with the diaper's performance, comparing it unfavorably to a competitor and citing a specific issue (poop riding up the back).",0.9,Improve diaper leg elastics to prevent poop from riding up the baby's back.,"Not as good as Huggies Snug & Dry: When my son wheres Pampers, the poop always rides up his back. I am very disappointed in these diapers and can't believe all the positive reviews. I gave it 2 stars because it does hold in pee alright for 3-4 hours max. These diapers don't perform as well as Huggies Snug & Dry.",Design
4202,negative,"The review expresses disappointment with the product's noise and picture quality, stating it is not up to the expected Sony standard.",0.8,Reduce VCR noise levels.,"Disappointed: I own another Sony VCR (SLV N-71) which is nice. This one was for the kids, but it's going back. The VCR is noisy - very distracting. Picture is fair. I expect more from Sony products.",Quality
4206,negative,"The review expresses disappointment with the third installment, criticizing its departure from the source material and its weak plot.",0.9,More faithfully adapt the third movie to Lucy Maud Montgomery's novels.,"Disappointing: This is the third installment in a series of dramatizations of Lucy Maud Montgomery's beloved Anne of Green Gables novels. Megan Follows and Jonathon Crombie return in their usual roles. Unfortunately, this third production does not meet the high standards set by the first, faithful installment. In a total of seven Anne novels, Montgomery provided fully enough amusing, sentimental, and unabashedly romantic material for three movies. It was a pity that the second production (Anne of Green Gables: The Sequel) departed somewhat from the novels; it's a crime that this third production leaves Montgomery behind entirely, transporting her characters forward in time, pitchforking them into a trite war plot, and resolving the incoherent plot elements with a tepid, candy-coated ending.",Design
4208,negative,"The review strongly criticizes the book and author, citing factual inaccuracies and the promotion of harmful myths.",0.98,Remove the book from sale due to the author's misinformation and harmful claims.,"Giving this Book Zero Stars...: Is a *serious* overestimation of its usefulness.Schnobelen claims to have been highly-ranked in several religious organizations (Several of which didn't and don't exist, and at least *three* of which he claimed membership in simultaneously).Several of the other organizations he claims to have joined never even *offered* the services he claims to have obtained.Additionally, Schnobelen is a known disseminator of the 'Satanic Conspiracy' myth.Don't give this book, or this author, a second glace.As someone once said, 'It's not a book to put aside lightly; it should be thrown with great force'.Nothing more needs to be said.",Book Content
4209,negative,The review expresses frustration over receiving the wrong version of a movie (Swedish instead of English) and warns other buyers to be careful.,0.85,Improve the product listing to clearly indicate the language of the movie.,"Read carefully before you purchase from Amazon - see below comments: I was upset with this Amazon purchase because when I played the movie (Frankie & Johnny, Michele Pfeiffer & Al Pacino) it said ' this disc may not be played in your region 'well, little did I know that the movie I purchased was in Swedish. How could that happen? Can you tell me Amazon where I can purchase this movie in English. I don't need to review the movie because I have seen it before and loved it..that is why I wanted to purchase it..so I could watch it again and loan it to friends. It was not a big hit movie and it is very hard to find. It is a movie from the 1980's.Beware Amazon purchasers - read carefully before you purchase - read the fine print.Patricia",Service
4212,improvement,The review highlights a significant flaw (lack of AC adapter) that diminishes the product's usability.,0.85,Include an AC adapter in the product packaging.,"Really needs an AC adapter: See the reviews for the AUA-1422 - a similar item with one extra 1394 port. Adaptec has some crazy requirements for a power supply (12V, 2.1A), and used to offer one that fit them through their store, but apparently no longer do! Without the adapter, this unit is only usable for items that draw almost no power through the USB or 1394 connection - which is a shame, because the Adaptec 1394 implementation was always the most stable on my machines. Look for one that includes an AC adapter or some other way of bringing power to the unit instead.",Quality
4213,negative,The review expresses disappointment with the ending of the story.,0.75,Explore alternative endings that offer a more satisfying or hopeful conclusion.,"Morbid Ending: If you're expecting Mark Twain's usual funny and cheerful stories, stay away from this one.*Spoiler alert!*The ending is simply sad.",Design
4214,improvement,The review praises the storyline and Rupert's performance but criticizes Madonna's acting.,0.8,Recast Madonna's role with an actress who can deliver a more believable and less distracting performance.,"Great Movie, But...: The storyline was superb. Rupert was great. But Madonna...what were you thinking??? Her accent annoyed me throughout the whole movie. Is she American??? Is she English??? The cross between sounds Australian which is irritating. Apart from Madonna's terrible acting, this movie is held together pretty well.",Design
4215,negative,"The review expresses dislike for the book, citing boredom and unsuitability for the reviewer's age and background.",0.8,Develop marketing materials that more accurately target the intended audience and highlight the book's appeal to preteen girls.,"Of Interest to Preteen Girls: Oh, how Jane Eyre was such a boring read! But, of course, I've never been a little girl, the target audience for this story. It reads like a diary, without the ""Dear diary, ..."" part a nd covers Jane's life - as imagined by young Charlotte. I only read it for a literature class.",Book Content
4216,negative,"The review expresses strong dissatisfaction with the book, recommending a different, superior alternative.",0.9,Improve the quality and accessibility of the text to better compete with other leading anthologies.,"Not very good: I'm not a huge fan of Medieval literature, and perhaps this book is to blame. I think I've been spoiled by the Norton and Bevington anthologies I've used in other classes, because this was truly a let-down. If you're a prof looking for a good book to use for class, have your students spend the extra twenty-spot and get a Norton.",Quality
4217,negative,"The review expresses extreme dissatisfaction with the Spongebob movie, citing boredom, poor effects, and wasted money.",0.95,Remove the live-action sequences and focus on animation.,"""the longest and most boring Spongebob episode ever""!!!!: I really like watching the 15-mins Spongebob Squarepants episodes on TV; they're very innocent and happy, but when I watched this movie I almost lost my head because of the awful it was! This is actually ""the longest and most boring Spongebob episode ever"", the critics here in Chile said that and I totally agree with them.The worst thing the producers could do was to include real people and stupid effects that make you laugh in the movie. Like David Hasselhoff, the made fun of himself by acting here!!!! plus, the stupid effect when he starts acting as if he was a boat or something, I had self-shame when I watched that part!!!!!I think that the worst thing you could do is to buy this DVD: you'll watch it once, you'll hate it and you'll waste 18 bucks. Bad purchase.",Design
4218,negative,"The review expresses skepticism and criticism of the book's arguments, suggesting a lack of logical soundness.",0.85,Include a section addressing criticisms and alternative perspectives.,"Pseudo-science: Lomborg's book may appear to consist of logical arguments, and therefore appeals to many, but closer examination reveals this not to be the case.I would urge other readers of the book to treat Lomborg's work with the same view to skepticism as Lomborg himself...",Entertainment Quality
4220,negative,"The product malfunctioned after only 2 minutes of use, forcing the customer to buy a replacement.",0.95,Improve motor durability and add quality control checks.,Motor jammed after 2 minutes: Unfortunately I never got a chance to test this machine because the motor jammed up after only 2 minutes. I had barely started putting ice into it. I had guests coming over so was forced to go buy a cheap maker for the party. I am ordering a replacement that I hope will actually work.,Quality
4221,negative,"The reviewer expresses extreme dissatisfaction with the quality of the Blu-ray release, calling it ""shoddy"" and ""atrocious"".",0.9,Remaster the Blu-ray with improved picture quality.,"AVOID this BD Release of Gladiator!: The picture is extremely shoddy in this Blu-Ray release! Avoid like the plague, so the studio gets the idea! What the heck is the studio doing releasing this atrocious transfer on BD when the movie itself is such a great one? Unbelievable! A movie like this should have a flawless transfer! Argh!",Quality
4224,negative,"The reviewer expresses disappointment with the book, citing issues with character development, plot, and the ending.  They use words like ""disappointment"", ""bitter"", and ""poorly crafted"".",0.85,Revise the ending and reduce Kay Scarpetta's angst.,"Continued Disappointment: A new book starring Kay Scarpetta is guaranteed to cause me to pull out my checkbook immediately. Unfortunately, like many of the other reviewers, I found Black Notice a disappointment for a number of reasons. Wesley Benton was a moderating influence in previous stories, and I miss him greatly in the current book. Kay Scarpetta seems less organized, more bitter, and her angst colors the entire story. Lucy has become a distraction, rather than a contributor to the storyline, perhaps she should have been the one killed off! I would also agree with one of the other reviews that the ending of this book was hurried, poorly crafted and undeserving of the hundreds of pages of buildup.",Design
